img_path,seq
data\NER_data\twitter2017_images\16_05_17_881.jpg,a group of men standing next to each other holding a trophy
data\NER_data\twitter2017_images\16_05_18_100.jpg,two women standing next to each other on a wooden floor
data\NER_data\twitter2017_images\16_05_18_1006.jpg,a baseball game is being played on a cloudy day
data\NER_data\twitter2017_images\16_05_18_1011.jpg,two people sitting on a bench in front of an old church
data\NER_data\twitter2017_images\16_05_18_1016.jpg,a group of young people standing next to each other
data\NER_data\twitter2017_images\16_05_18_102.jpg,a group of people wearing red and white outfits
data\NER_data\twitter2017_images\16_05_18_1078.jpg,a poster for the hot fest and carnival
data\NER_data\twitter2017_images\16_05_18_126.jpg,a young child laying in a bed under a blanket
data\NER_data\twitter2017_images\16_05_18_128.jpg,a man throwing a basketball into the air
data\NER_data\twitter2017_images\16_05_18_135.jpg,a group of people standing next to each other in a stadium
data\NER_data\twitter2017_images\16_05_18_145.jpg,a group of people on a stage with musical instruments
data\NER_data\twitter2017_images\16_05_18_15.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\16_05_18_160.jpg,a blue giants t - shirt laying on the floor
data\NER_data\twitter2017_images\16_05_18_189.jpg,a flyer for a concert with a man holding a guitar
data\NER_data\twitter2017_images\16_05_18_203.jpg,a person standing on a stage with a microphone
data\NER_data\twitter2017_images\16_05_18_207.jpg,a picture of a flag made out of paper
data\NER_data\twitter2017_images\16_05_18_216.jpg,a group of people standing on top of a baseball field
data\NER_data\twitter2017_images\16_05_18_220.jpg,a coach talking to his team during a basketball game
data\NER_data\twitter2017_images\16_05_18_229.jpg,a basketball player standing on a court with his hands on his hips
data\NER_data\twitter2017_images\16_05_18_236.jpg,a baseball player holding a catchers mitt on a field
data\NER_data\twitter2017_images\16_05_18_274.jpg,a woman with makeup and a flower in her hair
data\NER_data\twitter2017_images\16_05_18_278.jpg,a blurry image of two people standing next to each other
data\NER_data\twitter2017_images\16_05_18_288.jpg,a group of children sitting on the ground watching a bird
data\NER_data\twitter2017_images\16_05_18_298.jpg,a group of people that are standing in the dark
data\NER_data\twitter2017_images\16_05_18_3.jpg,a man holding a small dog in his lap
data\NER_data\twitter2017_images\16_05_18_308.jpg,a basketball player dribbling a basketball during a game
data\NER_data\twitter2017_images\16_05_18_313.jpg,a football player holding a football in his hands
data\NER_data\twitter2017_images\16_05_18_422.jpg,a young girl holding a wooden spoon in front of a blue background
data\NER_data\twitter2017_images\16_05_18_431.jpg,a basketball player dunking a basketball in the air
data\NER_data\twitter2017_images\16_05_18_448.jpg,a woman in a pink dress standing next to a man in a black suit
data\NER_data\twitter2017_images\16_05_18_478.jpg,a group of people standing on top of a stage
data\NER_data\twitter2017_images\16_05_18_501.jpg,a man and a woman standing next to each other
data\NER_data\twitter2017_images\16_05_18_546.jpg,a set of numbers that are on top of each other
data\NER_data\twitter2017_images\16_05_18_549.jpg,the ignite edmonton festival logo
data\NER_data\twitter2017_images\16_05_18_592.jpg,a box sitting on the ground next to a train
data\NER_data\twitter2017_images\16_05_18_635.jpg,a man sitting at a desk with a laptop and a football player
data\NER_data\twitter2017_images\16_05_18_638.jpg,a man holding a football in his right hand
data\NER_data\twitter2017_images\16_05_18_664.jpg,a woman in a blue dress smiling at the camera
data\NER_data\twitter2017_images\16_05_18_666.jpg,a group of people that are playing violin
data\NER_data\twitter2017_images\16_05_18_688.jpg,a group of young men standing next to each other
data\NER_data\twitter2017_images\16_05_18_748.jpg,a view of a baseball field from a distance
data\NER_data\twitter2017_images\16_05_18_776.jpg,a group of women standing next to each other
data\NER_data\twitter2017_images\16_05_18_781.jpg,a man in a costume holding a gun
data\NER_data\twitter2017_images\16_05_18_79.jpg,a group of people playing a game of baseball
data\NER_data\twitter2017_images\16_05_18_839.jpg,a football player running with the ball in his hands
data\NER_data\twitter2017_images\16_05_18_884.jpg,a group of men on a field playing football
data\NER_data\twitter2017_images\16_05_18_941.jpg,a couple of people standing next to each other
data\NER_data\twitter2017_images\16_05_18_974.jpg,a group of young children standing next to each other on top of a field
data\NER_data\twitter2017_images\16_05_18_980.jpg,"a black t - shirt that says, my drinking friends have fishing problem"
data\NER_data\twitter2017_images\16_05_18_99.jpg,a person using a shoe polisher to polish a pair of shoes
data\NER_data\twitter2017_images\16_05_18_990.jpg,a man in a green shirt and black pants with the words sign all the players
data\NER_data\twitter2017_images\16_05_19_1.jpg,a baseball player swinging a bat at a ball
data\NER_data\twitter2017_images\16_05_19_1058.jpg,a group of people standing around a podium
data\NER_data\twitter2017_images\16_05_19_1061.jpg,a group of people posing for a picture in front of a sign
data\NER_data\twitter2017_images\16_05_19_141.jpg,a group of people playing a game of soccer
data\NER_data\twitter2017_images\16_05_19_148.jpg,a man with long hair wearing a black shirt
data\NER_data\twitter2017_images\16_05_19_152.jpg,a poster for the stockton health festival
data\NER_data\twitter2017_images\16_05_19_154.jpg,a large poster of a yellow building with stairs and umbrellas
data\NER_data\twitter2017_images\16_05_19_165.jpg,a couple of men standing next to each other
data\NER_data\twitter2017_images\16_05_19_178.jpg,a collage of photos of a football team
data\NER_data\twitter2017_images\16_05_19_200.jpg,a group of people sitting next to each other
data\NER_data\twitter2017_images\16_05_19_217.jpg,a large advertisement on the side of a building
data\NER_data\twitter2017_images\16_05_19_221.jpg,a football player with his arms in the air
data\NER_data\twitter2017_images\16_05_19_227.jpg,a man and a little girl sitting in front of a microphone
data\NER_data\twitter2017_images\16_05_19_311.jpg,a couple of kids standing next to a red suitcase
data\NER_data\twitter2017_images\16_05_19_331.jpg,an advertisement for a travel company with a picture of a space station
data\NER_data\twitter2017_images\16_05_19_335.jpg,the kansas city star logo on a white background
data\NER_data\twitter2017_images\16_05_19_34.jpg,a hand with a microphone attached to it
data\NER_data\twitter2017_images\16_05_19_373.jpg,a group of men playing a game of soccer
data\NER_data\twitter2017_images\16_05_19_379.jpg,a man and a woman standing in front of a house
data\NER_data\twitter2017_images\16_05_19_381.jpg,a woman sitting on a ledge in front of a mirror
data\NER_data\twitter2017_images\16_05_19_399.jpg,a male tennis player in a blue shirt and white shorts
data\NER_data\twitter2017_images\16_05_19_412.jpg,a young man is smiling for the camera
data\NER_data\twitter2017_images\16_05_19_42.jpg,a building with a green roof under a cloudy sky
data\NER_data\twitter2017_images\16_05_19_452.jpg,a baseball game in progress with the batter up to plate
data\NER_data\twitter2017_images\16_05_19_460.jpg,a field of grass with a building in the background
data\NER_data\twitter2017_images\16_05_19_461.jpg,a close up of a piece of paper on a table
data\NER_data\twitter2017_images\16_05_19_472.jpg,a baseball player standing on top of a field
data\NER_data\twitter2017_images\16_05_19_494.jpg,a close up of a blue jersey with the word subhub on it
data\NER_data\twitter2017_images\16_05_19_546.jpg,a couple of baseball players standing on top of a field
data\NER_data\twitter2017_images\16_05_19_582.jpg,a group of people standing next to each other on a red carpet
data\NER_data\twitter2017_images\16_05_19_634.jpg,the logo for reel abilitiess
data\NER_data\twitter2017_images\16_05_19_643.jpg,a collection of jewelry on a white surface
data\NER_data\twitter2017_images\16_05_19_653.jpg,a group of young people playing a game of basketball
data\NER_data\twitter2017_images\16_05_19_659.jpg,a white sign with a blue and yellow crest on it
data\NER_data\twitter2017_images\16_05_19_661.jpg,a baseball field with a baseball field in the middle of it
data\NER_data\twitter2017_images\16_05_19_671.jpg,a toothbrush holder hanging on a door
data\NER_data\twitter2017_images\16_05_19_696.jpg,a poem written on a piece of paper
data\NER_data\twitter2017_images\16_05_19_727.jpg,a man standing in front of two american flags
data\NER_data\twitter2017_images\16_05_19_775.jpg,a pair of shoes sitting on top of a wooden chair
data\NER_data\twitter2017_images\16_05_19_818.jpg,a woman in a red dress standing on a red carpet
data\NER_data\twitter2017_images\16_05_19_830.jpg,three bottles of beer sitting on top of a table
data\NER_data\twitter2017_images\16_05_19_832.jpg,a soccer player in action on the field
data\NER_data\twitter2017_images\16_05_19_838.jpg,a group of people that are on stage
data\NER_data\twitter2017_images\16_05_19_845.jpg,a man in a white hat and a man in a black suit
data\NER_data\twitter2017_images\16_05_19_856.jpg,a woman with long hair standing in front of a wall
data\NER_data\twitter2017_images\16_05_19_880.jpg,a close up of a football player wearing a helmet
data\NER_data\twitter2017_images\16_05_19_909.jpg,a man holding a trophy in front of a crowd
data\NER_data\twitter2017_images\16_05_19_911.jpg,a person laying on a towel on top of a beach
data\NER_data\twitter2017_images\16_05_19_918.jpg,a red square with the word th on it
data\NER_data\twitter2017_images\16_05_19_920.jpg,a group of people standing in front of a forest
data\NER_data\twitter2017_images\16_05_19_926.jpg,a concert scene with a band on stage
data\NER_data\twitter2017_images\16_05_19_932.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\16_05_19_973.jpg,a woman in a black bikini standing in a hallway
data\NER_data\twitter2017_images\16_05_19_976.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\16_05_19_993.jpg,a plastic container with a fake eye inside of it
data\NER_data\twitter2017_images\16_05_20_1038.jpg,two young men standing next to each other
data\NER_data\twitter2017_images\16_05_20_1040.jpg,a boat full of people traveling down a river
data\NER_data\twitter2017_images\16_05_20_1041.jpg,the logo of the fundraiser team
data\NER_data\twitter2017_images\16_05_20_1048.jpg,a group of men standing on top of a soccer field
data\NER_data\twitter2017_images\16_05_20_112.jpg,a person sitting in a chair watching a basketball game on a big screen
data\NER_data\twitter2017_images\16_05_20_176.jpg,a football sitting on top of a lush green field
data\NER_data\twitter2017_images\16_05_20_178.jpg,a large crowd of people at a concert
data\NER_data\twitter2017_images\16_05_20_213.jpg,a close up of a soccer player with a serious look on his face
data\NER_data\twitter2017_images\16_05_20_231.jpg,a woman holding a basketball on a basketball court
data\NER_data\twitter2017_images\16_05_20_25.jpg,a cell phone with the text free concert app
data\NER_data\twitter2017_images\16_05_20_270.jpg,the logo for a television show
data\NER_data\twitter2017_images\16_05_20_288.jpg,a crowd of people standing on top of a baseball field
data\NER_data\twitter2017_images\16_05_20_30.jpg,a large group of people standing around a christmas tree
data\NER_data\twitter2017_images\16_05_20_317.jpg,a list of all state basketball teams
data\NER_data\twitter2017_images\16_05_20_322.jpg,a pair of tickets sitting on top of a table
data\NER_data\twitter2017_images\16_05_20_332.jpg,a collage of a man and a woman with goggles
data\NER_data\twitter2017_images\16_05_20_348.jpg,a man wearing a black shirt and a gold necklace
data\NER_data\twitter2017_images\16_05_20_362.jpg,a basketball player with his arms in the air
data\NER_data\twitter2017_images\16_05_20_382.jpg,a couple of men playing a game of soccer
data\NER_data\twitter2017_images\16_05_20_392.jpg,a collage of photos with a caption that says capital ukraine festival
data\NER_data\twitter2017_images\16_05_20_399.jpg,a couple of people sitting on top of a bench
data\NER_data\twitter2017_images\16_05_20_41.jpg,a man wearing a green hat and a black jacket
