img_path,seq
data\RE_data\img_org\train\twitter_stream_2018_05_07_9_0_2_88.jpg,a black and white page of a comic strip
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_111.jpg,a screen shot of a website page with a picture of a person's foot
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_12.jpg,a woman standing in front of two paper cutouts of donald and kim
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_120.jpg,a painting of a woman playing a violin
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_132.jpg,a black and white photo of a woman
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_133.jpg,a painting of a hand holding a blue wave
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_134.jpg,a group of men walking towards an air china plane
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_142.jpg,a close up of a person wearing a suit and tie
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_150.jpg,she's the ticket ep 2
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_155.jpg,a man wearing glasses sitting in front of a tv screen
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_172.jpg,a baseball player swinging a bat during a game
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_176.jpg,a man in a suit and tie giving a speech
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_182.jpg,a black and white photo of a woman with blonde hair
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_183.jpg,a brochure with a blue and white design
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_189.jpg,a screenshot of a web page with a bunch of tweets on it
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_202.jpg,a picture of a man with a message in arabic
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_203.jpg,a woman is on the news with a city in the background
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_206.jpg,a flyer for the asia deep dive event
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_208.jpg,a man holding a megaphone while standing on a boat
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_25.jpg,a man standing on top of a stage in front of a crowd
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_28.jpg,a group of young men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_40.jpg,a man holding a tennis racquet on a tennis court
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_44.jpg,a group of young men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_5.jpg,a woman standing in a doorway with her arms outstretched
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_57.jpg,a group of people standing in front of a large screen
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_8.jpg,a map of the state of texas with a star on it
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_82.jpg,"a black and white poster with the words macro says g7 doesn't need us, we don't mind being six"
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_83.jpg,a man holding a megaphone in front of a crowd of people
data\RE_data\img_org\train\twitter_stream_2018_06_11_11_0_2_9.jpg,a woman in a costume on a stage
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_107.jpg,a large brown brick building with many windows
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_108.jpg,a group of soldiers in a black background with the words call of duty
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_112.jpg,a couple of men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_117.jpg,a flyer for a child safe online event
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_147.jpg,two men in suits walking on a basketball court
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_151.jpg,a man is holding a large drum in a parade
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_158.jpg,a woman smiling with a blue wave logo in the background
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_163.jpg,a poster of teenage mutant hero turtles
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_168.jpg,a person with glasses and a hat on
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_17.jpg,a man sitting on the grass playing a guitar
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_172.jpg,a close up of a person wearing a suit and tie
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_180.jpg,a couple of soccer players standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_2.jpg,a man in a hat and sweater smoking a cigarette
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_21.jpg,a painting of a woman with a blue turban
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_213.jpg,a person riding a surfboard on top of a body of water
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_33.jpg,a woman in a black shirt and glasses sitting in front of microphones
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_38.jpg,a man sitting in a chair next to a microphone
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_45.jpg,a man in a halo suit holding a gun
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_59.jpg,a poster of a man holding a guitar
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_60.jpg,a man in a suit and tie walking in a parking garage
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_72.jpg,a table of numbers and numbers for the national tournament
data\RE_data\img_org\train\twitter_stream_2018_06_11_12_0_2_80.jpg,a weather map with a yellow line on it
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_106.jpg,a castle sitting on top of a lush green hillside
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_117.jpg,two men standing next to each other holding a tablet
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_133.jpg,two basketball players standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_134.jpg,a drawing of a woman with long hair
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_137.jpg,the tony awards stage at the tony awards
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_151.jpg,a newspaper article with a picture of a man holding a baseball bat
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_190.jpg,the xbox logo on a green background
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_193.jpg,a man in a red hat is surrounded by people
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_207.jpg,a person standing in a room with a lot of windows
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_21.jpg,a man standing on a stage with his arms wide open
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_219.jpg,a couple of men sitting on top of a white couch
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_223.jpg,a black and white photo of an old airplane
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_225.jpg,a man holding a trophy over his head
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_226.jpg,a man with a bald head wearing a red shirt
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_231.jpg,an aerial view of a stadium in a city
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_38.jpg,a group of people standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_62.jpg,a traffic light on a pole in front of a building
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_68.jpg,two men standing next to each other holding a bouquet of flowers
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_72.jpg,a man is kicking a soccer ball in front of a group d background
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_77.jpg,the logo for the comstocka wind mill festival
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_8.jpg,a young child wearing a suit and tie
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_84.jpg,a group of people that are posing for a picture
data\RE_data\img_org\train\twitter_stream_2018_06_11_13_0_2_93.jpg,a group of men sitting on top of a basketball court
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_106.jpg,"a captain america movie poster with a caption that reads, infinity war avengers 4"
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_107.jpg,a man in a suit and tie posing for a picture
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_117.jpg,a couple of women standing next to each other holding tennis trophies
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_13.jpg,a man holding a trophy in front of a crowd
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_139.jpg,a group of people standing around a tv screen
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_143.jpg,the logo for baby lion's fall
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_193.jpg,a collage of photos of a basketball player and a crowd of people
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_202.jpg,a couple of women standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_218.jpg,a crowd of people walking down a street
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_221.jpg,a woman holding a tennis racket and a mirror
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_45.jpg,a group of people standing around each other
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_47.jpg,a man in a suit and glasses standing in front of a tree
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_60.jpg,a black and white photo of a man playing a guitar
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_65.jpg,a blurry photo of a man with a baseball cap
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_72.jpg,a woman in military clothing poses for a picture
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_80.jpg,a close up of a football player wearing a helmet
data\RE_data\img_org\train\twitter_stream_2018_06_11_14_0_2_98.jpg,a man running across a field in a red shirt
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_0.jpg,a black and white photo of a forest
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_104.jpg,a man with curly hair smiles while standing on a soccer field
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_111.jpg,a man holding a microphone in front of a microphone
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_144.jpg,two men standing next to each other in front of a building
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_16.jpg,a man with dreadlocks sitting on the ground
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_176.jpg,a man with a beard standing in front of a spotlight
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_189.jpg,a man in a hat and sunglasses standing in front of a group of people
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_232.jpg,a black and white photo of a man in a trench coat and tie
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_32.jpg,a group of people sitting next to each other
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_37.jpg,a group of people wearing helmets and helmets
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_4.jpg,a couple of men playing a game of soccer
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_41.jpg,a woman in a swimsuit holding a surfboard
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_51.jpg,a couple of men playing a game of basketball
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_59.jpg,a man and a woman standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_60.jpg,a man with a shaved head wearing a red jacket
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_63.jpg,a large screen with a picture of a man on it
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_66.jpg,a man giving a presentation to a group of people
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_73.jpg,a man holding a pair of glasses up to his eye
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_94.jpg,three men sitting at a table in front of a tv
data\RE_data\img_org\train\twitter_stream_2018_06_11_15_0_2_95.jpg,a man in a green shirt talking to a reporter
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_103.jpg,a group of people standing in front of a waterfall
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_109.jpg,a man is standing in front of a flag
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_120.jpg,a large jetliner sitting on top of an airport runway
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_139.jpg,a group of men walking down a dirt road
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_158.jpg,a man walking past a gas station holding a cell phone
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_159.jpg,hamburgers and hamburger patties cooking on a grill
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_169.jpg,a close up of a person talking to someone
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_17.jpg,a golf course with a flag and water in the background
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_183.jpg,a woman standing at a podium in front of a crowd
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_189.jpg,two men playing soccer in front of a crowd
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_195.jpg,a woman standing in front of a microphone
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_215.jpg,two logos for workday and adaptive
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_236.jpg,a baseball player standing on top of a baseball field
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_24.jpg,a man in a blue shirt standing in front of lockers
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_245.jpg,an empty street in a city with tall buildings
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_27.jpg,a blue sign that says ihop with a smiley face on it
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_37.jpg,a woman standing next to a man on a red carpet
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_45.jpg,a group of people standing on top of a field
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_50.jpg,a man standing next to a woman in a room
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_60.jpg,a group of men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_61.jpg,a group of people standing in front of a wall of monitors
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_71.jpg,a group of men standing next to each other in front of a crowd
data\RE_data\img_org\train\twitter_stream_2018_06_11_16_0_2_90.jpg,a man holding a baby in his arms
data\RE_data\img_org\train\twitter_stream_2018_06_11_17_0_2_10.jpg,a group of people standing on a pier next to a boat
